cluster_id,category,complaints,start_date,end_date,active_months,trend_raw,severity_mean,lat,lon,wards,outgoing_relation_strength,incoming_relation_strength,out_degree,in_degree,frequency_score,persistence_score,trend_score,severity_score,density_score,network_score,priority_score_v4,priority_rank,frequency_component,persistence_component,trend_component,severity_component,density_component,network_component,connected_categories,priority_score_v7,priority_level,recommended_action,why_priority,priority_rank_v7,municipal_insight
76,Waterlogging,5,2025-06-18,2025-08-20,3,0.6000000000000002,3.6,23.210790480000004,79.90717472000001,72,0.608,1.389,1.0,2.0,6.835618952440489,3.7037037037037033,100.0,68.89952153110049,24.24242424242425,41.89217537235159,41.06,13,6.835618952440489,3.7037037037037033,100.0,68.89952153110049,24.242424242424246,41.89217537235158,Drainage,41.35,MEDIUM,"Inspect drainage network, blockage points and recurring water-accumulation locations.",increasing trend; high severity; strong connection to other urban problems,11,"MEDIUM priority Waterlogging hotspot in ward(s) 72: 5 complaints across 3 active months. Associated problems: Drainage. Why: increasing trend; high severity; strong connection to other urban problems. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
40,Illegal Dumping,21,2025-03-10,2026-08-23,13,0.0557275541795665,2.6666666666666665,23.161704004761905,79.93713370476192,33,1.642,1.467,2.0,2.0,55.54847302784368,40.74074074074074,9.28792569659442,39.87240829346093,22.377622377622377,65.21921543947975,41.33,12,55.548473027843684,40.74074074074074,9.287925696594414,39.87240829346093,22.377622377622377,65.21921543947975,Garbage Collection,41.13,MEDIUM,Inspect collection coverage and recurring dumping points; verify collection frequency.,strong connection to other urban problems; high complaint frequency; long persistence,12,MEDIUM priority Illegal Dumping hotspot in ward(s) 33: 21 complaints across 13 active months. Associated problems: Garbage Collection. Why: strong connection to other urban problems; high complaint frequency; long persistence. Action: Inspect collection coverage and recurring dumping points; verify collection frequency.
27,Garbage Collection,43,2024-11-05,2026-08-21,21,0.0257113967932977,3.0232558139534884,23.143888841860463,79.95256643720931,3,0.0,0.0,0.0,0.0,81.53601990701421,70.37037037037037,4.28523279888295,50.96250139089798,38.09523809523809,0.0,41.99,11,81.53601990701421,70.37037037037037,4.285232798882949,50.96250139089798,38.09523809523809,0.0,,40.95,MEDIUM,Inspect collection coverage and recurring dumping points; verify collection frequency.,long persistence; high complaint frequency; high severity,13,MEDIUM priority Garbage Collection hotspot in ward(s) 3: 43 complaints across 21 active months. Associated problems: none detected. Why: long persistence; high complaint frequency; high severity. Action: Inspect collection coverage and recurring dumping points; verify collection frequency.
18,Drainage,18,2024-04-15,2025-07-03,12,-0.0209150326797385,3.0,23.18960562777778,79.93737297222222,"38,40,59",1.781,1.431,2.0,2.0,50.052000178985054,37.03703703703704,0.0,50.23923444976077,18.181818181818183,67.37990350325154,40.34,14,50.052000178985054,37.03703703703704,0.0,50.23923444976077,18.181818181818183,67.37990350325151,Waterlogging,40.26,MEDIUM,"Inspect drainage network, blockage points and recurring water-accumulation locations.",strong connection to other urban problems; high severity; high complaint frequency,14,"MEDIUM priority Drainage hotspot in ward(s) 38,40,59: 18 complaints across 12 active months. Associated problems: Waterlogging. Why: strong connection to other urban problems; high severity; high complaint frequency. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
38,Illegal Dumping,9,2024-10-26,2026-03-05,9,-0.001031991744066,3.111111111111111,23.16862921111111,79.93512775555556,34,2.77,1.997,4.0,3.0,25.98754687917056,25.925925925925924,0.0,53.694843168527385,0.0,100.0,39.08,17,25.98754687917056,25.925925925925924,0.0,53.694843168527385,0.0,100.0,Drainage;Garbage Collection,39.82,LOW,Inspect collection coverage and recurring dumping points; verify collection frequency.,strong connection to other urban problems; high severity; long persistence,15,LOW priority Illegal Dumping hotspot in ward(s) 34: 9 complaints across 9 active months. Associated problems: Drainage;Garbage Collection. Why: strong connection to other urban problems; high severity; long persistence. Action: Inspect collection coverage and recurring dumping points; verify collection frequency.
36,Garbage Collection,17,2024-11-24,2025-12-04,11,0.0126696832579185,3.0588235294117645,23.238385017647055,79.98942029411765,76,1.481,1.656,2.0,2.0,48.02490624165891,33.33333333333333,2.1116138763197547,52.06867435969603,19.83471074380165,65.8065869519614,39.86,15,48.02490624165891,33.33333333333333,2.1116138763197494,52.06867435969603,19.83471074380165,65.80658695196139,Illegal Dumping,39.75,LOW,Inspect collection coverage and recurring dumping points; verify collection frequency.,strong connection to other urban problems; high severity; high complaint frequency,16,LOW priority Garbage Collection hotspot in ward(s) 76: 17 complaints across 11 active months. Associated problems: Illegal Dumping. Why: strong connection to other urban problems; high severity; high complaint frequency. Action: Inspect collection coverage and recurring dumping points; verify collection frequency.
2,Damaged Road,16,2024-08-11,2026-02-03,13,0.043859649122807,3.875,23.19523254375,79.933077475,39,0.707,0.82,1.0,1.0,45.88191698791236,40.74074074074074,7.309941520467832,77.45215311004786,8.391608391608395,32.032724984266835,39.1,16,45.881916987912355,40.74074074074074,7.309941520467832,77.45215311004786,8.391608391608395,32.03272498426683,Waterlogging,38.86,LOW,Inspect road condition and prioritize repair at the mapped cluster.,high severity; long persistence; high complaint frequency,17,LOW priority Damaged Road hotspot in ward(s) 39: 16 complaints across 13 active months. Associated problems: Waterlogging. Why: high severity; long persistence; high complaint frequency. Action: Inspect road condition and prioritize repair at the mapped cluster.
65,Water Leakage,14,2024-11-13,2025-11-27,9,2.236795186747787e-17,3.2142857142857144,23.18900995,79.95747777857142,"47,48",1.494,1.544,2.0,2.0,41.18928728921843,25.925925925925924,3.727991977912977e-15,56.90362269309639,20.2020202020202,63.729809104258464,37.59,19,41.18928728921843,25.925925925925924,3.727991977912977e-15,56.90362269309639,20.2020202020202,63.729809104258436,Water Supply,37.51,LOW,Inspect water-supply infrastructure and leakage/pressure issues.,strong connection to other urban problems; high severity; high complaint frequency,18,"LOW priority Water Leakage hotspot in ward(s) 47,48: 14 complaints across 9 active months. Associated problems: Water Supply. Why: strong connection to other urban problems; high severity; high complaint frequency. Action: Inspect water-supply infrastructure and leakage/pressure issues."
71,Water Supply,19,2025-10-07,2026-07-28,8,0.0797448165869218,2.8421052631578947,23.19354957368421,79.96757098947369,47,1.409,0.774,2.0,1.0,51.97509375834108,22.22222222222222,13.290802764486973,45.32863258625032,50.0,45.79400041955108,38.12,18,51.97509375834108,22.22222222222222,13.290802764486962,45.328632586250315,50.0,45.794000419551075,Water Leakage,37.46,LOW,Inspect water-supply infrastructure and leakage/pressure issues.,strong connection to other urban problems; high severity; high complaint frequency,19,LOW priority Water Supply hotspot in ward(s) 47: 19 complaints across 8 active months. Associated problems: Water Leakage. Why: strong connection to other urban problems; high severity; high complaint frequency. Action: Inspect water-supply infrastructure and leakage/pressure issues.
3,Damaged Sidewalk,14,2024-01-09,2025-03-08,9,-0.0714285714285713,3.0,23.20102978571429,79.93856935714287,57,1.489,1.539,2.0,2.0,41.18928728921843,25.925925925925924,0.0,50.23923444976077,20.2020202020202,63.52003356408643,36.22,20,41.18928728921843,25.925925925925924,0.0,50.23923444976077,20.2020202020202,63.52003356408642,Streetlight,36.14,LOW,Inspect pedestrian infrastructure and prioritize unsafe sections.,strong connection to other urban problems; high severity; high complaint frequency,20,LOW priority Damaged Sidewalk hotspot in ward(s) 57: 14 complaints across 9 active months. Associated problems: Streetlight. Why: strong connection to other urban problems; high severity; high complaint frequency. Action: Inspect pedestrian infrastructure and prioritize unsafe sections.
80,Waterlogging,11,2025-02-09,2026-02-09,8,-0.0769230769230769,3.8181818181818175,23.190174481818183,79.93683535454547,"39,40",0.73,1.677,1.0,2.0,32.82316583161104,22.22222222222222,0.0,75.68508046976949,13.636363636363637,50.49297251940425,36.0,21,32.82316583161104,22.22222222222222,0.0,75.68508046976945,13.636363636363635,50.49297251940423,Drainage,35.97,LOW,"Inspect drainage network, blockage points and recurring water-accumulation locations.",high severity; strong connection to other urban problems; high complaint frequency,21,"LOW priority Waterlogging hotspot in ward(s) 39,40: 11 complaints across 8 active months. Associated problems: Drainage. Why: high severity; strong connection to other urban problems; high complaint frequency. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
9,Drainage,12,2024-12-18,2025-11-11,9,0.0629370629370629,3.0,23.16670494166667,79.93426909166666,"33,34",1.34,1.49,2.0,2.0,35.82413543278779,25.925925925925924,10.489510489510486,50.23923444976077,12.12121212121212,59.36647786868052,35.23,22,35.82413543278779,25.925925925925924,10.48951048951048,50.23923444976077,12.12121212121212,59.36647786868051,Garbage Collection;Illegal Dumping,35.27,LOW,"Inspect drainage network, blockage points and recurring water-accumulation locations.",strong connection to other urban problems; high severity; high complaint frequency,22,"LOW priority Drainage hotspot in ward(s) 33,34: 12 complaints across 9 active months. Associated problems: Garbage Collection;Illegal Dumping. Why: strong connection to other urban problems; high severity; high complaint frequency. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
77,Waterlogging,10,2026-06-18,2026-09-27,4,0.0799999999999998,4.3,23.211929790000003,79.90753559999999,72,0.0,0.714,0.0,1.0,29.56092614867313,7.4074074074074066,13.333333333333302,90.66985645933016,54.54545454545454,14.977973568281936,35.09,24,29.56092614867313,7.4074074074074066,13.333333333333295,90.66985645933015,54.54545454545454,14.977973568281936,Drainage,34.5,LOW,"Inspect drainage network, blockage points and recurring water-accumulation locations.",high severity; high concentration; high complaint frequency,23,"LOW priority Waterlogging hotspot in ward(s) 72: 10 complaints across 4 active months. Associated problems: Drainage. Why: high severity; high concentration; high complaint frequency. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
13,Drainage,12,2025-06-14,2025-09-27,4,0.1333333333333332,3.6666666666666665,23.160142375,79.86668265833333,71,0.652,0.0,1.0,0.0,35.82413543278779,7.4074074074074066,22.222222222222204,70.97288676236046,72.72727272727273,13.677365219215442,35.18,23,35.82413543278779,7.4074074074074066,22.22222222222219,70.97288676236046,72.72727272727273,13.67736521921544,Waterlogging,34.39,LOW,"Inspect drainage network, blockage points and recurring water-accumulation locations.",high severity; high concentration; high complaint frequency,24,"LOW priority Drainage hotspot in ward(s) 71: 12 complaints across 4 active months. Associated problems: Waterlogging. Why: high severity; high concentration; high complaint frequency. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
70,Water Supply,16,2024-08-17,2025-06-08,9,0.0375,3.1875,23.193437631250003,79.9668842125,47,0.857,0.832,1.0,1.0,45.88191698791236,25.925925925925924,6.250000000000002,56.07057416267944,28.28282828282828,35.43108873505349,34.64,25,45.881916987912355,25.925925925925924,6.249999999999998,56.070574162679435,28.28282828282828,35.43108873505349,Water Leakage,34.13,LOW,Inspect water-supply infrastructure and leakage/pressure issues.,high severity; strong connection to other urban problems; high complaint frequency,25,LOW priority Water Supply hotspot in ward(s) 47: 16 complaints across 9 active months. Associated problems: Water Leakage. Why: high severity; strong connection to other urban problems; high complaint frequency. Action: Inspect water-supply infrastructure and leakage/pressure issues.
25,Garbage Collection,11,2024-09-30,2025-08-21,8,0.0244755244755245,2.4545454545454546,23.16741099090909,79.93409577272728,34,2.17,1.477,3.0,2.0,32.82316583161104,22.22222222222222,4.079254079254086,33.275337103088305,13.636363636363637,76.50513950073422,33.07,26,32.82316583161104,22.22222222222222,4.079254079254082,33.275337103088305,13.636363636363635,76.5051395007342,Drainage;Illegal Dumping,33.3,LOW,Inspect collection coverage and recurring dumping points; verify collection frequency.,strong connection to other urban problems; high severity; high complaint frequency,26,LOW priority Garbage Collection hotspot in ward(s) 34: 11 complaints across 8 active months. Associated problems: Drainage;Illegal Dumping. Why: strong connection to other urban problems; high severity; high complaint frequency. Action: Inspect collection coverage and recurring dumping points; verify collection frequency.
73,Water Supply,9,2025-10-26,2026-07-04,7,0.006060606060606,3.111111111111111,23.18778098888889,79.95672426666665,48,1.564,1.514,2.0,2.0,25.98754687917056,18.51851851851852,1.010101010101001,53.694843168527385,10.389610389610391,64.56891126494652,32.21,27,25.98754687917056,18.51851851851852,1.0101010101009995,53.694843168527385,10.389610389610393,64.56891126494651,Water Leakage,32.45,LOW,Inspect water-supply infrastructure and leakage/pressure issues.,strong connection to other urban problems; high severity; high complaint frequency,27,LOW priority Water Supply hotspot in ward(s) 48: 9 complaints across 7 active months. Associated problems: Water Leakage. Why: strong connection to other urban problems; high severity; high complaint frequency. Action: Inspect water-supply infrastructure and leakage/pressure issues.
22,Garbage Collection,8,2024-08-03,2025-04-21,6,0.0999999999999999,3.0,23.1614606625,79.9374481375,"33,34",1.374,1.549,2.0,2.0,22.037359362488377,14.814814814814811,16.666666666666654,50.23923444976077,12.12121212121212,61.31739039228027,32.04,28,22.037359362488377,14.814814814814813,16.666666666666643,50.23923444976077,12.12121212121212,61.31739039228026,Illegal Dumping,32.29,LOW,Inspect collection coverage and recurring dumping points; verify collection frequency.,strong connection to other urban problems; high severity; high complaint frequency,28,"LOW priority Garbage Collection hotspot in ward(s) 33,34: 8 complaints across 6 active months. Associated problems: Illegal Dumping. Why: strong connection to other urban problems; high severity; high complaint frequency. Action: Inspect collection coverage and recurring dumping points; verify collection frequency."
24,Garbage Collection,6,2024-03-16,2024-06-09,4,-0.4000000000000003,3.333333333333333,23.168569200000004,79.93361193333332,"33,34",2.097,1.419,3.0,2.0,12.615052427493678,7.4074074074074066,0.0,60.606060606060616,18.181818181818183,73.75707992448082,31.56,29,12.615052427493678,7.4074074074074066,0.0,60.60606060606061,18.181818181818183,73.75707992448079,Drainage;Illegal Dumping,32.06,LOW,Inspect collection coverage and recurring dumping points; verify collection frequency.,strong connection to other urban problems; high severity; high complaint frequency,29,"LOW priority Garbage Collection hotspot in ward(s) 33,34: 6 complaints across 4 active months. Associated problems: Drainage;Illegal Dumping. Why: strong connection to other urban problems; high severity; high complaint frequency. Action: Inspect collection coverage and recurring dumping points; verify collection frequency."
8,Drainage,5,2024-01-06,2024-04-17,4,-0.2400000000000003,3.4,23.16792048,79.93470984000001,34,1.361,2.141,2.0,3.0,6.835618952440489,7.4074074074074066,0.0,62.67942583732058,9.090909090909092,73.46339416823999,29.97,33,6.835618952440489,7.4074074074074066,0.0,62.67942583732058,9.090909090909092,73.46339416823997,Garbage Collection;Illegal Dumping,30.64,LOW,"Inspect drainage network, blockage points and recurring water-accumulation locations.",strong connection to other urban problems; high severity; long persistence,30,"LOW priority Drainage hotspot in ward(s) 34: 5 complaints across 4 active months. Associated problems: Garbage Collection;Illegal Dumping. Why: strong connection to other urban problems; high severity; long persistence. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
5,Damaged Sidewalk,12,2024-03-04,2024-09-11,5,-0.2500000000000001,3.25,23.180565283333337,79.94139385,"24,55",0.714,0.739,1.0,1.0,35.82413543278779,11.11111111111111,0.0,58.01435406698565,50.90909090909091,30.48038598699392,30.93,30,35.82413543278779,11.11111111111111,0.0,58.01435406698565,50.90909090909091,30.480385986993912,Streetlight,30.39,LOW,Inspect pedestrian infrastructure and prioritize unsafe sections.,high severity; strong connection to other urban problems; high complaint frequency,31,"LOW priority Damaged Sidewalk hotspot in ward(s) 24,55: 12 complaints across 5 active months. Associated problems: Streetlight. Why: high severity; strong connection to other urban problems; high complaint frequency. Action: Inspect pedestrian infrastructure and prioritize unsafe sections."
16,Drainage,10,2025-06-18,2025-09-07,4,-0.0800000000000003,3.0,23.2119325,79.90528993000001,72,1.471,0.608,2.0,1.0,29.56092614867313,7.4074074074074066,0.0,50.23923444976077,54.54545454545454,43.61233480176213,30.44,31,29.56092614867313,7.4074074074074066,0.0,50.23923444976077,54.54545454545454,43.61233480176212,Waterlogging,30.14,LOW,"Inspect drainage network, blockage points and recurring water-accumulation locations.",high severity; strong connection to other urban problems; high concentration,32,"LOW priority Drainage hotspot in ward(s) 72: 10 complaints across 4 active months. Associated problems: Waterlogging. Why: high severity; strong connection to other urban problems; high concentration. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
45,Illegal Dumping,11,2025-08-31,2026-07-16,8,0.1363636363636363,2.8181818181818183,23.23833107272727,79.98893821818181,76,0.846,0.759,1.0,1.0,32.82316583161104,22.22222222222222,22.727272727272723,44.58460200086996,13.636363636363637,33.66897419760856,29.99,32,32.82316583161104,22.22222222222222,22.72727272727271,44.58460200086996,13.636363636363635,33.668974197608556,Garbage Collection,29.79,LOW,Inspect collection coverage and recurring dumping points; verify collection frequency.,high severity; strong connection to other urban problems; high complaint frequency,33,LOW priority Illegal Dumping hotspot in ward(s) 76: 11 complaints across 8 active months. Associated problems: Garbage Collection. Why: high severity; strong connection to other urban problems; high complaint frequency. Action: Inspect collection coverage and recurring dumping points; verify collection frequency.
15,Drainage,10,2024-07-08,2024-09-23,3,-0.3000000000000002,2.4,23.21117769,79.90583947000002,72,1.492,0.711,2.0,1.0,29.56092614867313,3.7037037037037033,0.0,31.57894736842105,84.84848484848484,46.21355149989512,29.57,34,29.56092614867313,3.7037037037037033,0.0,31.578947368421055,84.84848484848484,46.213551499895104,Waterlogging,29.22,LOW,"Inspect drainage network, blockage points and recurring water-accumulation locations.",strong connection to other urban problems; high concentration; high severity,34,"LOW priority Drainage hotspot in ward(s) 72: 10 complaints across 3 active months. Associated problems: Waterlogging. Why: strong connection to other urban problems; high concentration; high severity. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
51,Streetlight,8,2024-02-17,2024-09-06,6,0.1904761904761904,3.125,23.1990628375,79.95346047500001,56,0.741,0.716,1.0,1.0,22.037359362488377,14.814814814814811,31.746031746031733,54.12679425837321,12.12121212121212,30.564296203062725,29.24,35,22.037359362488377,14.814814814814813,31.746031746031722,54.12679425837321,12.12121212121212,30.564296203062717,Damaged Sidewalk,29.18,LOW,Inspect failed streetlights and verify repair status.,high severity; strong connection to other urban problems; increasing trend,35,LOW priority Streetlight hotspot in ward(s) 56: 8 complaints across 6 active months. Associated problems: Damaged Sidewalk. Why: high severity; strong connection to other urban problems; increasing trend. Action: Inspect failed streetlights and verify repair status.
81,Waterlogging,7,2025-07-02,2026-03-31,6,0.0999999999999999,3.571428571428572,23.195511657142852,79.93203115714286,39,0.82,0.707,1.0,1.0,17.62142542156315,14.814814814814811,16.666666666666654,68.01093643198908,6.060606060606063,32.032724984266835,28.63,37,17.62142542156315,14.814814814814813,16.666666666666643,68.0109364319891,6.060606060606063,32.03272498426683,Damaged Road,28.72,LOW,"Inspect drainage network, blockage points and recurring water-accumulation locations.",high severity; strong connection to other urban problems; long persistence,36,"LOW priority Waterlogging hotspot in ward(s) 39: 7 complaints across 6 active months. Associated problems: Damaged Road. Why: high severity; strong connection to other urban problems; long persistence. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
78,Waterlogging,9,2026-06-04,2026-09-21,4,-0.1333333333333335,3.888888888888889,23.159628255555557,79.86603459999999,71,0.0,0.652,0.0,1.0,25.98754687917056,7.4074074074074066,0.0,77.88410419989368,45.45454545454545,13.677365219215442,28.73,36,25.98754687917056,7.4074074074074066,0.0,77.88410419989368,45.45454545454545,13.67736521921544,Drainage,28.24,LOW,"Inspect drainage network, blockage points and recurring water-accumulation locations.",high severity; high concentration; high complaint frequency,37,"LOW priority Waterlogging hotspot in ward(s) 71: 9 complaints across 4 active months. Associated problems: Drainage. Why: high severity; high concentration; high complaint frequency. Action: Inspect drainage network, blockage points and recurring water-accumulation locations."
67,Water Leakage,8,2024-01-13,2024-06-15,5,0.1285714285714285,3.5,23.1933271625,79.967784,47,0.0,0.61,0.0,1.0,22.037359362488377,11.11111111111111,21.428571428571413,65.78947368421053,21.818181818181824,12.796307950492974,26.95,38,22.037359362488377,11.11111111111111,21.42857142857141,65.78947368421053,21.818181818181824,12.796307950492972,Water Supply,26.64,LOW,Inspect water-supply infrastructure and leakage/pressure issues.,high severity; high complaint frequency; increasing trend,38,LOW priority Water Leakage hotspot in ward(s) 47: 8 complaints across 5 active months. Associated problems: Water Supply. Why: high severity; high complaint frequency; increasing trend. Action: Inspect water-supply infrastructure and leakage/pressure issues.
4,Damaged Sidewalk,9,2024-02-21,2025-01-04,7,0.0734265734265734,3.0,23.198950555555555,79.95458162222221,56,0.716,0.741,1.0,1.0,25.98754687917056,18.51851851851852,12.237762237762237,50.23923444976077,10.389610389610391,30.564296203062725,26.74,39,25.98754687917056,18.51851851851852,12.23776223776223,50.23923444976077,10.389610389610393,30.564296203062717,Streetlight,26.64,LOW,Inspect pedestrian infrastructure and prioritize unsafe sections.,high severity; strong connection to other urban problems; high complaint frequency,39,LOW priority Damaged Sidewalk hotspot in ward(s) 56: 9 complaints across 7 active months. Associated problems: Streetlight. Why: high severity; strong connection to other urban problems; high complaint frequency. Action: Inspect pedestrian infrastructure and prioritize unsafe sections.
