cluster_id,category,complaints,start_date,end_date,active_months,trend_raw,severity_mean,lat,lon,wards,outgoing_relation_strength,incoming_relation_strength,out_degree,in_degree,frequency_score,persistence_score,trend_score,severity_score,density_score,network_score,priority_score_v4,priority_rank
18,Drainage,18,2024-04-15,2025-07-03,12,-0.020915032679738585,3.0,23.18960562777778,79.93737297222222,"38,40,59",1.7810000000000001,1.431,2.0,2.0,50.052000178985054,37.03703703703704,0.0,50.23923444976077,18.181818181818183,67.37990350325154,40.34,14
36,Garbage Collection,17,2024-11-24,2025-12-04,11,0.012669683257918531,3.0588235294117645,23.238385017647058,79.98942029411765,76,1.4809999999999999,1.6560000000000001,2.0,2.0,48.02490624165891,33.33333333333333,2.1116138763197547,52.06867435969603,19.83471074380165,65.8065869519614,39.86,15
2,Damaged Road,16,2024-08-11,2026-02-03,13,0.04385964912280701,3.875,23.195232543750002,79.933077475,39,0.707,0.82,1.0,1.0,45.881916987912355,40.74074074074074,7.309941520467832,77.45215311004786,8.391608391608395,32.032724984266835,39.1,16
38,Illegal Dumping,9,2024-10-26,2026-03-05,9,-0.001031991744066049,3.111111111111111,23.16862921111111,79.93512775555556,34,2.7699999999999996,1.9969999999999999,4.0,3.0,25.98754687917056,25.925925925925924,0.0,53.694843168527385,0.0,100.0,39.08,17
71,Water Supply,19,2025-10-07,2026-07-28,8,0.07974481658692185,2.8421052631578947,23.19354957368421,79.96757098947369,47,1.409,0.774,2.0,1.0,51.97509375834108,22.22222222222222,13.290802764486973,45.328632586250315,50.0,45.79400041955108,38.12,18
65,Water Leakage,14,2024-11-13,2025-11-27,9,2.236795186747787e-17,3.2142857142857144,23.189009949999996,79.95747777857142,"47,48",1.494,1.544,2.0,2.0,41.18928728921843,25.925925925925924,3.727991977912977e-15,56.90362269309639,20.2020202020202,63.729809104258464,37.59,19
3,Damaged Sidewalk,14,2024-01-09,2025-03-08,9,-0.07142857142857138,3.0,23.20102978571429,79.93856935714287,57,1.4889999999999999,1.5390000000000001,2.0,2.0,41.18928728921843,25.925925925925924,0.0,50.23923444976077,20.2020202020202,63.52003356408643,36.22,20
80,Waterlogging,11,2025-02-09,2026-02-09,8,-0.0769230769230769,3.8181818181818183,23.190174481818186,79.93683535454547,"39,40",0.73,1.677,1.0,2.0,32.82316583161104,22.22222222222222,0.0,75.68508046976949,13.636363636363635,50.49297251940425,36.0,21
9,Drainage,12,2024-12-18,2025-11-11,9,0.06293706293706294,3.0,23.16670494166667,79.93426909166666,"33,34",1.3399999999999999,1.49,2.0,2.0,35.82413543278779,25.925925925925924,10.489510489510486,50.23923444976077,12.12121212121212,59.36647786868052,35.23,22
13,Drainage,12,2025-06-14,2025-09-27,4,0.13333333333333328,3.6666666666666665,23.160142374999996,79.86668265833333,71,0.652,0.0,1.0,0.0,35.82413543278779,7.4074074074074066,22.222222222222204,70.97288676236046,72.72727272727273,13.677365219215442,35.18,23
77,Waterlogging,10,2026-06-18,2026-09-27,4,0.07999999999999985,4.3,23.211929790000003,79.90753559999999,72,0.0,0.714,0.0,1.0,29.56092614867313,7.4074074074074066,13.333333333333302,90.66985645933015,54.54545454545454,14.977973568281937,35.09,24
70,Water Supply,16,2024-08-17,2025-06-08,9,0.03750000000000002,3.1875,23.193437631250003,79.9668842125,47,0.857,0.832,1.0,1.0,45.881916987912355,25.925925925925924,6.250000000000002,56.070574162679435,28.28282828282828,35.43108873505349,34.64,25
25,Garbage Collection,11,2024-09-30,2025-08-21,8,0.02447552447552452,2.4545454545454546,23.16741099090909,79.93409577272728,34,2.17,1.4769999999999999,3.0,2.0,32.82316583161104,22.22222222222222,4.079254079254086,33.275337103088305,13.636363636363635,76.50513950073422,33.07,26
73,Water Supply,9,2025-10-26,2026-07-04,7,0.006060606060606009,3.111111111111111,23.18778098888889,79.95672426666665,48,1.564,1.514,2.0,2.0,25.98754687917056,18.51851851851852,1.010101010101001,53.694843168527385,10.389610389610393,64.56891126494652,32.21,27
22,Garbage Collection,8,2024-08-03,2025-04-21,6,0.09999999999999996,3.0,23.161460662499998,79.9374481375,"33,34",1.374,1.549,2.0,2.0,22.037359362488377,14.814814814814813,16.666666666666654,50.23923444976077,12.12121212121212,61.31739039228027,32.04,28
24,Garbage Collection,6,2024-03-16,2024-06-09,4,-0.40000000000000036,3.3333333333333335,23.168569200000004,79.93361193333332,"33,34",2.097,1.419,3.0,2.0,12.615052427493678,7.4074074074074066,0.0,60.606060606060616,18.181818181818183,73.75707992448082,31.56,29
5,Damaged Sidewalk,12,2024-03-04,2024-09-11,5,-0.2500000000000001,3.25,23.180565283333337,79.94139385,"24,55",0.714,0.739,1.0,1.0,35.82413543278779,11.11111111111111,0.0,58.01435406698565,50.90909090909091,30.48038598699392,30.93,30
16,Drainage,10,2025-06-18,2025-09-07,4,-0.08000000000000031,3.0,23.2119325,79.90528993000001,72,1.471,0.608,2.0,1.0,29.56092614867313,7.4074074074074066,0.0,50.23923444976077,54.54545454545454,43.612334801762124,30.44,31
45,Illegal Dumping,11,2025-08-31,2026-07-16,8,0.13636363636363638,2.8181818181818183,23.23833107272727,79.98893821818181,76,0.846,0.759,1.0,1.0,32.82316583161104,22.22222222222222,22.727272727272723,44.58460200086996,13.636363636363635,33.66897419760856,29.99,32
8,Drainage,5,2024-01-06,2024-04-17,4,-0.24000000000000038,3.4,23.16792048,79.93470984000001,34,1.361,2.141,2.0,3.0,6.835618952440489,7.4074074074074066,0.0,62.67942583732058,9.090909090909092,73.46339416823999,29.97,33
15,Drainage,10,2024-07-08,2024-09-23,3,-0.3000000000000002,2.4,23.21117769,79.90583947000002,72,1.492,0.711,2.0,1.0,29.56092614867313,3.7037037037037033,0.0,31.578947368421055,84.84848484848484,46.21355149989512,29.57,34
51,Streetlight,8,2024-02-17,2024-09-06,6,0.19047619047619047,3.125,23.1990628375,79.95346047500001,56,0.741,0.716,1.0,1.0,22.037359362488377,14.814814814814813,31.746031746031733,54.12679425837321,12.12121212121212,30.564296203062725,29.24,35
78,Waterlogging,9,2026-06-04,2026-09-21,4,-0.13333333333333353,3.888888888888889,23.159628255555553,79.86603459999999,71,0.0,0.652,0.0,1.0,25.98754687917056,7.4074074074074066,0.0,77.88410419989368,45.45454545454545,13.677365219215442,28.73,36
81,Waterlogging,7,2025-07-02,2026-03-31,6,0.09999999999999996,3.5714285714285716,23.195511657142855,79.93203115714286,39,0.82,0.707,1.0,1.0,17.62142542156315,14.814814814814813,16.666666666666654,68.01093643198908,6.060606060606063,32.032724984266835,28.63,37
67,Water Leakage,8,2024-01-13,2024-06-15,5,0.12857142857142853,3.5,23.193327162499997,79.967784,47,0.0,0.61,0.0,1.0,22.037359362488377,11.11111111111111,21.428571428571413,65.78947368421053,21.818181818181824,12.796307950492974,26.95,38
4,Damaged Sidewalk,9,2024-02-21,2025-01-04,7,0.07342657342657344,3.0,23.198950555555555,79.95458162222221,56,0.716,0.741,1.0,1.0,25.98754687917056,18.51851851851852,12.237762237762235,50.23923444976077,10.389610389610393,30.564296203062725,26.74,39
26,Garbage Collection,8,2025-12-14,2026-06-12,6,0.03125000000000005,2.875,23.1693074,79.9328833375,34,0.813,1.3490000000000002,1.0,2.0,22.037359362488377,14.814814814814813,5.20833333333334,46.351674641148335,12.12121212121212,45.35347178518985,26.51,40
37,Illegal Dumping,4,2024-04-10,2024-05-22,2,0.0,3.25,23.169176775,79.93534389999999,34,1.4020000000000001,1.314,2.0,2.0,0.0,0.0,0.0,58.01435406698565,36.36363636363637,56.97503671071954,26.06,41
12,Drainage,13,2024-06-04,2024-09-25,4,-0.09230769230769242,2.923076923076923,23.160860446153848,79.86509908461538,71,0.0,0.0,0.0,0.0,38.60259930666422,7.4074074074074066,0.0,47.84688995215311,81.81818181818183,0.0,26.03,42
56,Streetlight,5,2024-03-03,2024-07-21,4,0.1999999999999999,3.2,23.20039658,79.93898082000001,57,0.769,0.744,1.0,1.0,6.835618952440489,7.4074074074074066,33.3333333333333,56.45933014354069,9.090909090909092,31.739039228026012,25.8,43
61,Streetlight,19,2025-01-20,2026-08-09,13,-0.021804511278195524,2.5789473684210527,23.161713,79.91236746315789,7,0.0,0.0,0.0,0.0,51.97509375834108,40.74074074074074,0.0,37.144296147066235,16.78321678321678,0.0,25.8,44
23,Garbage Collection,12,2025-08-01,2026-08-02,8,-0.06593406593406591,2.5833333333333335,23.161513133333333,79.93826167499999,33,0.702,0.79,1.0,1.0,35.82413543278779,22.22222222222222,0.0,37.28070175438597,18.181818181818183,31.29851059366478,25.67,45
53,Streetlight,7,2024-07-20,2025-02-26,6,-0.011904761904761819,2.5714285714285716,23.17950454285714,79.94135437142857,55,1.494,1.444,2.0,2.0,17.62142542156315,14.814814814814813,0.0,36.910457963089556,6.060606060606063,61.63205370253828,25.54,46
69,Water Leakage,9,2025-11-29,2026-04-12,6,0.057142857142857155,2.7777777777777777,23.193621711111106,79.96861227777778,47,0.774,0.799,1.0,1.0,25.98754687917056,14.814814814814813,9.523809523809524,43.32801701222754,18.181818181818183,32.99769246905811,25.53,47
79,Waterlogging,7,2024-02-18,2024-10-15,6,-0.0666666666666667,3.4285714285714284,23.189271085714285,79.93626865714286,"26,39,40",0.701,0.876,1.0,1.0,17.62142542156315,14.814814814814813,0.0,63.568010936431996,6.060606060606063,33.08160268512692,25.44,48
57,Streetlight,12,2025-02-12,2025-10-01,7,-0.22499999999999987,2.5,23.20029870833333,79.938630775,57,0.77,0.745,1.0,1.0,35.82413543278779,18.51851851851852,0.0,34.68899521531101,25.97402597402597,31.78099433606042,25.36,49
17,Drainage,9,2026-06-20,2026-09-17,4,0.22222222222222215,2.0,23.212574800000002,79.90455809999999,72,1.335,0.0,2.0,0.0,25.98754687917056,7.4074074074074066,37.03703703703701,19.138755980861248,45.45454545454545,28.00503461296413,25.26,50
6,Damaged Sidewalk,6,2025-02-13,2025-10-19,6,-0.04999999999999995,2.6666666666666665,23.18039765,79.94132213333333,55,1.4809999999999999,1.5310000000000001,2.0,2.0,12.615052427493678,14.814814814814813,0.0,39.87240829346093,0.0,63.18439269981121,24.92,51
49,Pothole,5,2024-01-06,2024-03-03,3,-0.5999999999999999,4.6,23.205084120000002,79.94967628,61,0.0,0.0,0.0,0.0,6.835618952440489,3.7037037037037033,0.0,100.0,24.242424242424246,0.0,24.32,52
47,Pothole,4,2026-05-19,2026-06-22,2,0.0,3.75,23.177735874999996,79.928474525,25,0.764,0.677,1.0,1.0,0.0,0.0,0.0,73.56459330143541,36.36363636363637,30.2286553387875,24.09,53
35,Garbage Collection,23,2025-01-12,2026-07-25,13,0.03188405797101447,1.6521739130434783,23.173634026086955,79.92224039565217,"20,34",0.0,0.0,0.0,0.0,58.81071271078159,40.74074074074074,5.314009661835743,8.321198252548369,27.97202797202797,0.0,23.18,54
11,Drainage,4,2024-02-06,2024-06-07,4,0.0999999999999999,4.0,23.158785925,79.93706692500001,33,0.0,0.748,0.0,1.0,0.0,7.4074074074074066,16.666666666666643,81.3397129186603,0.0,15.691210404866796,23.08,55
72,Water Supply,4,2024-11-02,2025-01-17,2,-0.7500000000000002,3.5,23.18795055,79.957226675,48,0.787,0.762,1.0,1.0,0.0,0.0,0.0,65.78947368421053,36.36363636363637,32.49423117264527,22.97,56
44,Illegal Dumping,4,2024-12-15,2025-01-10,2,0.0,3.5,23.238658575,79.99028229999999,76,0.81,0.722,1.0,1.0,0.0,0.0,0.0,65.78947368421053,36.36363636363637,32.137612754352844,22.9,57
58,Streetlight,13,2024-05-07,2025-03-29,9,0.015384615384615398,2.769230769230769,23.137397607692307,79.92702551538461,9,0.0,0.0,0.0,0.0,38.60259930666422,25.925925925925924,2.564102564102565,43.0622009569378,16.16161616161616,0.0,22.23,58
68,Water Leakage,6,2025-02-03,2025-08-11,4,-0.14285714285714296,3.0,23.1932039,79.96713413333333,47,0.832,0.857,1.0,1.0,12.615052427493678,7.4074074074074066,0.0,50.23923444976077,18.181818181818183,35.43108873505349,22.2,59
10,Drainage,5,2026-02-20,2026-07-23,4,-0.08571428571428566,2.0,23.1690269,79.93446496,34,1.396,2.162,2.0,3.0,6.835618952440489,7.4074074074074066,0.0,19.138755980861248,9.090909090909092,74.63813719320328,21.48,60
54,Streetlight,5,2025-07-07,2025-10-13,3,-0.2400000000000003,2.8,23.17976798,79.9415373,55,0.776,0.751,1.0,1.0,6.835618952440489,3.7037037037037033,0.0,44.01913875598086,24.242424242424246,32.03272498426684,19.21,61
39,Illegal Dumping,4,2024-05-17,2024-11-19,4,0.07142857142857144,3.0,23.162737925000002,79.939202475,33,0.697,0.609,1.0,1.0,0.0,7.4074074074074066,11.904761904761903,50.23923444976077,0.0,27.39668554646529,18.37,62
66,Water Leakage,4,2026-02-26,2026-07-25,4,-0.11428571428571425,3.0,23.188404275,79.9573769,48,0.782,0.807,1.0,1.0,0.0,7.4074074074074066,0.0,50.23923444976077,0.0,33.333333333333336,17.71,63
59,Streetlight,11,2025-07-11,2026-07-21,8,0.03296703296703297,2.272727272727273,23.137752227272724,79.92660341818183,9,0.0,0.0,0.0,0.0,32.82316583161104,22.22222222222222,5.494505494505493,27.620704654197485,13.636363636363635,0.0,17.62,64
21,Garbage Collection,4,2024-03-11,2024-04-23,2,0.0,3.0,23.16089105,79.9364626,33,0.748,0.0,1.0,0.0,0.0,0.0,0.0,50.23923444976077,36.36363636363637,15.691210404866796,16.67,65
14,Drainage,7,2026-06-13,2026-09-11,4,-0.05714285714285726,2.857142857142857,23.163247399999996,79.86368744285714,71,0.0,0.0,0.0,0.0,17.62142542156315,7.4074074074074066,0.0,45.796308954203695,27.27272727272727,0.0,16.39,66
42,Illegal Dumping,5,2025-08-05,2025-10-27,3,-0.3000000000000002,3.2,23.21566396,79.97123678,77,0.0,0.0,0.0,0.0,6.835618952440489,3.7037037037037033,0.0,56.45933014354069,24.242424242424246,0.0,15.61,67
63,Streetlight,5,2024-10-06,2025-04-23,5,0.10714285714285712,2.8,23.10993494,79.90639644000001,8,0.0,0.0,0.0,0.0,6.835618952440489,11.11111111111111,17.85714285714285,44.01913875598086,0.0,0.0,14.71,68
33,Garbage Collection,9,2026-02-13,2026-08-17,5,0.16666666666666657,1.4444444444444444,23.167083788888892,79.9135165,19,0.0,0.0,0.0,0.0,25.98754687917056,11.11111111111111,27.77777777777775,1.860712387028177,29.090909090909093,0.0,14.13,69
30,Garbage Collection,12,2025-02-07,2025-12-09,8,-0.08333333333333327,1.6666666666666667,23.128626408333332,79.89746511666668,18,0.0,0.0,0.0,0.0,35.82413543278779,22.22222222222222,0.0,8.771929824561408,18.181818181818183,0.0,14.02,70
55,Streetlight,5,2026-02-22,2026-07-04,4,-0.19999999999999993,3.0,23.1796946,79.94093356,55,0.0,0.0,0.0,0.0,6.835618952440489,7.4074074074074066,0.0,50.23923444976077,9.090909090909092,0.0,13.52,71
34,Garbage Collection,11,2024-01-03,2024-10-06,7,-0.005509641873278247,1.7272727272727273,23.1751477,79.92114543636363,20,0.0,0.0,0.0,0.0,32.82316583161104,18.51851851851852,0.0,10.656807307525014,20.77922077922078,0.0,13.45,72
29,Garbage Collection,13,2024-01-17,2024-10-16,8,-0.05128205128205118,1.3846153846153846,23.12902636153846,79.89721563846153,18,0.0,0.0,0.0,0.0,38.60259930666422,22.22222222222222,0.0,0.0,22.727272727272727,0.0,13.22,73
62,Streetlight,5,2024-01-10,2024-06-18,5,0.02857142857142861,2.8,23.1091981,79.90673826,8,0.0,0.0,0.0,0.0,6.835618952440489,11.11111111111111,4.761904761904766,44.01913875598086,0.0,0.0,12.75,74
52,Streetlight,4,2025-09-11,2025-11-12,2,2.3416577732743883e-16,2.75,23.199100125,79.953721325,56,0.0,0.0,0.0,0.0,0.0,0.0,3.9027629554573126e-14,42.46411483253589,36.36363636363637,0.0,12.13,75
64,Streetlight,4,2026-01-18,2026-08-02,4,0.04761904761904764,2.75,23.111301074999997,79.90552927499999,8,0.0,0.0,0.0,0.0,0.0,7.4074074074074066,7.936507936507938,42.46411483253589,0.0,0.0,11.02,76
19,Drainage,5,2026-02-07,2026-08-07,4,-0.1071428571428572,2.0,23.19041702,79.93748626,"26,40",0.772,0.0,1.0,0.0,6.835618952440489,7.4074074074074066,0.0,19.138755980861248,9.090909090909092,16.194671701279635,10.38,77
32,Garbage Collection,7,2024-05-11,2024-12-08,5,0.08333333333333334,1.5714285714285714,23.1675923,79.91347124285714,19,0.0,0.0,0.0,0.0,17.62142542156315,11.11111111111111,13.888888888888888,5.809979494190022,14.545454545454541,0.0,9.87,78
60,Streetlight,5,2024-01-17,2024-10-01,5,-0.018181818181818195,2.4,23.1623324,79.91219282,7,0.0,0.0,0.0,0.0,6.835618952440489,11.11111111111111,0.0,31.578947368421055,0.0,0.0,9.55,79
43,Illegal Dumping,5,2026-03-17,2026-08-05,4,-0.14285714285714282,2.2,23.21605696,79.97127208,77,0.0,0.0,0.0,0.0,6.835618952440489,7.4074074074074066,0.0,25.35885167464116,9.090909090909092,0.0,8.54,80
41,Illegal Dumping,4,2024-05-23,2024-10-26,4,0.05714285714285715,1.75,23.21490595,79.9728468,77,0.0,0.0,0.0,0.0,0.0,7.4074074074074066,9.523809523809522,11.363636363636367,0.0,0.0,5.03,81
31,Garbage Collection,5,2026-03-28,2026-08-17,5,-0.02857142857142855,1.4,23.12820224,79.89762352,18,0.0,0.0,0.0,0.0,6.835618952440489,11.11111111111111,0.0,0.47846889952152943,0.0,0.0,3.33,82
